Model,Validation Accuracy,Test Accuracy
VisionTransformer,87.7593994140625,86.6058349609375
PostHocEquivariantMean,90.399169921875,87.5152587890625
PostHocEquivariantMax,90.0787353515625, 86.9384765625
PostHocEquivariantSum,90.33203125,87.14599609375
PostHocEquivariantMostProbable,90.374755859375,87.1429443359375
PostHocMostCertain,90.0390625,86.981201171875
